name,country,subcountry,geonameid
Tshikapa,Democratic Republic of the Congo,Kasai,204953
Tsimlyansk,Russia,Rostov,480876
Tsing Yi Town,Hong Kong,Kwai Tsing,1818483
Tsiombe,Madagascar,Androy,1054500
Tsirang,Bhutan,Tsirang District,1252608
Tsiroanomandidy,Madagascar,Bongolava,1054463
Tsotsin-Yurt,Russia,Chechnya,515804
Tsu,Japan,Mie,1849796
Tsubame,Japan,Niigata,1849788
Tsubata,Japan,Ishikawa,1849782
Tsuen Wan,Hong Kong,Tsuen Wan,1818209
Tsukawaki,Japan,Oita,1849706
Tsukuba,Japan,Ibaraki,2110683
Tsukumiura,Japan,Oita,1849661
Tsuma,Japan,Miyazaki,1849647
Tsuruga,Japan,Fukui,1849592
Tsurugi-asahimachi,Japan,Ishikawa,1849584
Tsuruoka,Japan,Yamagata,1849563
Tsurusaki,Japan,Oita,1849561
Tsushima,Japan,Aichi,1849539
Tsuyama,Japan,Okayama,1849519
Tsévié,Togo,Maritime,2363534
Ts’khinvali,Georgia,Shida Kartli,611403
Ts’q’alt’ubo,Georgia,Imereti,824288
Tual,Indonesia,Maluku,1623197
Tualatin,United States,Oregon,5757506
Tuanbao,China,Hubei,8516975
Tuantian,China,Yunnan,9939651
Tuapse,Russia,Krasnodar Krai,480716
Tuban,Indonesia,East Java,1623180
Tubarão,Brazil,Santa Catarina,3445993
Tubbergen,Netherlands,Overijssel,2746133
Tubize,Belgium,Wallonia,2785169
Tucacas,Venezuela,Falcón,3625965
Tucano,Brazil,Bahia,3445983
Tucaní,Venezuela,Mérida,3625963
Tuchang,China,Chongqing,1914276
Tuchkovo,Russia,Moscow Oblast,480685
Tuckahoe,United States,Virginia,4790207
Tucker,United States,Georgia,4227213
Tucson,United States,Arizona,5318313
Tucumã,Brazil,Pará,3385980
Tucumã,Brazil,Pará,6318807
Tucupido,Venezuela,Guárico,3625944
Tucupita,Venezuela,Delta Amacuro,3625929
Tucuruí,Brazil,Pará,3385935
Tudela,Spain,Navarre,3107418
Tuen Mun,Hong Kong,Tuen Mun,1818446
Tuensang,India,Nagaland,1254133
Tufānganj,India,West Bengal,1254131
Tuguegarao,Philippines,Cagayan Valley,1680932
Tui,Spain,Galicia,3107364
Tujunga,United States,California,5403767
Tukums,Latvia,Tukums Municipality,454768
Tukuyu,Tanzania,Mbeya,149437
Tukwila,United States,Washington,5814043
Tula,Russia,Tula Oblast,480562
Tula de Allende,Mexico,Hidalgo,3515064
Tulancingo,Mexico,Hidalgo,3515062
Tulangan Utara,Indonesia,East Java,1623096
Tulantongo,Mexico,México,3817714
Tulare,United States,California,5403783
Tulcea,Romania,Tulcea,664518
Tulchyn,Ukraine,Vinnytsia,691016
Tulcán,Ecuador,Carchi,3650472
Tuljāpur,India,Maharashtra,1254111
Tullahoma,United States,Tennessee,4663494
Tulle,France,Nouvelle-Aquitaine,2971482
Tullinge,Sweden,Stockholm,2667109
Tulsa,United States,Oklahoma,4553433
Tulsīpur,India,Uttar Pradesh,1254102
Tulsīpur,Nepal,Lumbini Province,1282635
Tultepec,Mexico,México,3515044
Tultitlán de Mariano Escobedo,Mexico,México,3515042
Tulum,Mexico,Quintana Roo,3515040
Tulun,Russia,Irkutsk Oblast,2014927
Tulungagung,Indonesia,East Java,1623080
Tuluá,Colombia,Valle del Cauca,3666645
Tumaco,Colombia,Nariño,3666640
Tumba,Sweden,Stockholm,2667094
Tumbes,Peru,Tumbes,3691148
Tumbi,Tanzania,Tabora,149418
Tumen,China,Jilin,2034340
Tumeremo,Venezuela,Bolívar,3625892
Tumkūr,India,Karnataka,1254089
Tumsar,India,Maharashtra,1254080
Tumwater,United States,Washington,5814095
Tumxuk,China,Xinjiang,12022102
Tunapuna,Trinidad and Tobago,Tunapuna/Piarco,3573576
Tunasan,Philippines,Calabarzon,1680704
Tunceli,Turkey,Tunceli,298846
Tunduma,Tanzania,Songwe,149402
Tung Chung,Hong Kong,Islands,11101593
Tungi,Bangladesh,Dhaka,1185098
Tungipāra,Bangladesh,Dhaka,1185920
Tuni,India,Andhra Pradesh,1254054
Tunis,Tunisia,Tunis Governorate,2464470
Tunja,Colombia,Boyacá,3666608
Tuntum,Brazil,Maranhão,3385922
Tuohula,China,Xinjiang,12450868
Tuomuwusitang,China,Xinjiang,12420983
Tupaciguara,Brazil,Minas Gerais,3445941
Tupanciretã,Brazil,Rio Grande do Sul,3445939
Tupelo,United States,Mississippi,4448903
Tupi,Philippines,Soccsksargen,1680613
Tupiza,Bolivia,Potosí Department,3902202
Tupã,Brazil,São Paulo,3445942
Tura,India,Meghalaya,1254046
Turabah,Saudi Arabia,Mecca Region,101322
Turaif,Saudi Arabia,Northern Borders Region,101312
Turaiyūr,India,Tamil Nadu,1254043
Turar Ryskulov,Kazakhstan,South Kazakhstan,1517501
Turbaco,Colombia,Bolívar,3666577
Turbat,Pakistan,Balochistan,1163054
Turbo,Colombia,Antioquia,3666570
Turda,Romania,Cluj,664460
Turek,Poland,Greater Poland,3082998
Turgutlu,Turkey,Manisa,298806
Turgutreis,Turkey,Muğla,6620290
Turhal,Turkey,Tokat,738618
Turin,Italy,Piedmont,3165524
Turinsk,Russia,Sverdlovsk Oblast,1488933
Turkestan,Kazakhstan,South Kazakhstan,1517945
Turku,Finland,Southwest Finland,633679
Turlock,United States,California,5404024
Turmero,Venezuela,Aragua,3625829
Turnhout,Belgium,Flanders,2785141
Turnu Măgurele,Romania,Teleorman,664437
Turpan,China,Xinjiang,1529114
Turrialba,Costa Rica,Cartago Province,3621184
Tursunzoda,Tajikistan,Republican Subordination,1282601
Tuscaloosa,United States,Alabama,4094455
Tushan,China,Jiangsu,1792301
Tustin,United States,California,5404119
Tutayev,Russia,Yaroslavl Oblast,480122
Tutong,Brunei,Tutong,1820071
Tuttlingen,Germany,Baden-Wurttemberg,2820693
Tuusula,Finland,Uusimaa,633591
Tuwaite,China,Xinjiang,12450869
Tuxiang,China,Chongqing,1792289
Tuxpan,Mexico,Nayarit,3980841
Tuxpan,Mexico,Jalisco,3980844
Tuxtepec,Mexico,Oaxaca,3518723
Tuxtla,Mexico,Chiapas,3515001
Tuy Hòa,Vietnam,Phú Yên,1563281
Tuymazy,Russia,Bashkortostan Republic,480089
Tuyên Quang,Vietnam,Tuyên Quang,1563287
Tuzantla,Mexico,Michoacán,3980833
Tuzla,Bosnia and Herzegovina,Federation of B&H,3188582
Tver,Russia,Tver Oblast,480060
Twante,Myanmar,Yangon,1290374
Twentynine Palms,United States,California,5404198
Twin Falls,United States,Idaho,5610810
Twinsburg,United States,Ohio,5174550
Tychy,Poland,Silesia,3082914
Tyldesley,United Kingdom,England,2635281
Tyler,United States,Texas,4738214
Tynda,Russia,Amur Oblast,2014718
Tynemouth,United Kingdom,England,2635269
Tyoply Stan,Russia,Moscow,483551
Tyre,Lebanon,South Governorate,267008
Tyrnyauz,Russia,Kabardino-Balkariya Republic,479933
Tysons Corner,United States,Virginia,4790534
Tyumen,Russia,Tyumen Oblast,1488754
Tzaneen,South Africa,Limpopo,946973
Tàrrega,Spain,Catalonia,3108285
Tábor,Czechia,Jihočeský kraj,3064379
Táriba,Venezuela,Táchira,3626402
Tân An,Vietnam,Long An,1567069
Târgovişte,Romania,Dâmbovița,665024
Târgu Jiu,Romania,Gorj,665010
Târgu Neamţ,Romania,Neamț,665003
Târgu Secuiesc,Romania,Covasna,665000
Târgu-Mureş,Romania,Mureș,665004
Târnăveni,Romania,Mureș,664963
Tây Ninh,Vietnam,Tây Ninh Province,1566559
Täby,Sweden,Stockholm,2669772
Tébessa,Algeria,Tébessa,2477461
Técpan de Galeana,Mexico,Guerrero,3982170
Tékane,Mauritania,Trarza,2376189
Télimélé,Guinea,Kindia,2414926
Téra,Niger,Tillabéri,2438855
Tétouan,Morocco,Tanger-Tetouan-Al Hoceima,2528910
Tía Juana,Venezuela,Zulia,3626302
Tías,Spain,Canary Islands,2510485
Tórshavn,Faroe Islands,Streymoy,2611396
Tôlanaro,Madagascar,Anosy,1055433
Tönisvorst,Germany,North Rhine-Westphalia,2821899
Törökszentmiklós,Hungary,Jász-Nagykun-Szolnok,714581
Tønder,Denmark,South Denmark,2611497
Tønsberg,Norway,Vestfold og Telemark,3134331
Túquerres,Colombia,Nariño,3666582
Túxpam de Rodríguez Cano,Mexico,Veracruz,3515011
Tübingen,Germany,Baden-Wurttemberg,2820860
Türkmenabat,Turkmenistan,Lebap,1219649
Türkmenbaşy,Turkmenistan,Balkan,601594
Tādepalle,India,Andhra Pradesh,1255265
Tādepallegūdem,India,Andhra Pradesh,1255264
Tādif,Syria,Aleppo,163811
Tādpatri,India,Andhra Pradesh,1255254
Tājpur,India,Uttar Pradesh,1255224
Tājūrā’,Libya,Tripoli,2210394
Tākestān,Iran,Qazvīn,113491
Tāki,India,West Bengal,1255211
Tālcher,India,Odisha,1255143
Tālīkota,India,Karnataka,1255122
Tānda,India,Uttar Pradesh,1255023
Tāndā,India,Uttar Pradesh,1255024
Tāndūr,India,Telangana,1255004
Tāngāil,Bangladesh,Dhaka,1336144
Tānsen,Nepal,Lumbini Province,1282714
Tāoru,India,Haryana,1254948
Tāramangalam,India,Tamil Nadu,1254910
Tārānagar,India,Rajasthan,1254908
Tārūt,Saudi Arabia,Eastern Province,101554
Tāsgaon,India,Maharashtra,1254858
Tāybād,Iran,Razavi Khorasan,1159384
Tēpī,Ethiopia,SNNPR,327694
Tīkamgarh,India,Madhya Pradesh,1254534
Tīrthahalli,India,Karnataka,1254396
Tōbetsu,Japan,Hokkaido,2127802
Tōgane,Japan,Chiba,2110774
Tōkamachi,Japan,Niigata,1850217
Tōno,Japan,Iwate,2110735
Třebíč,Czechia,Vysočina,3064104
Třinec,Czechia,Moravskoslezský,3064000
Tūkrah,Libya,Al Marj,88834
Tūndla,India,Uttar Pradesh,1254069
Tŭytepa,Uzbekistan,Toshkent,1512524
T’aebaek,South Korea,Gangwon-do,1835515
T’ongch’ŏn-ŭp,North Korea,Kangwŏn-do,1867927
Ualog,Philippines,Western Visayas,1680505
Ubaitaba,Brazil,Bahia,3445853
Ubari,Libya,Wādī al Ḩayāt,2219235
Ubatuba,Brazil,São Paulo,3445847
Ubatã,Brazil,Bahia,3445849
Ubauro,Pakistan,Sindh,1163021
Ube,Japan,Yamaguchi,1849498
Uberaba,Brazil,Minas Gerais,3445839
Uberlândia,Brazil,Minas Gerais,3445831
Ubiaja,Nigeria,Edo,2321031
Ubon Ratchathani,Thailand,Ubon Ratchathani,1605245
Ubrique,Spain,Andalusia,2510112
Ubud,Indonesia,Bali,1622846
Ubá,Brazil,Minas Gerais,3445859
Uccle,Belgium,Brussels Capital,2785123
Uchaly,Russia,Bashkortostan Republic,479703
Uchiza,Peru,San Martín,3691094
Uchkeken,Russia,Karachayevo-Cherkesiya Republic,479687
Uchqŭrghon Shahri,Uzbekistan,Namangan,1512501
Uckfield,United Kingdom,England,2635243
Udachny,Russia,Sakha,2014624
Udaipur,India,Rajasthan,1253985
Udaipur,India,Rajasthan,1253986
Udaipur,India,Tripura,1253987
Udaipura,India,Madhya Pradesh,1253984
Udalguri,India,Assam,1253977
Udangudi,India,Tamil Nadu,1253972
Uddevalla,Sweden,Västra Götaland,2666670
Uden,Netherlands,North Brabant,2746005
Udgīr,India,Maharashtra,1253958
Udhampur,India,Jammu and Kashmir,1253956
Udine,Italy,Friuli Venezia Giulia,3165072
Udomlya,Russia,Tver Oblast,452949
Udon Thani,Thailand,Udon Thani,1605239
Udumalaippettai,India,Tamil Nadu,1253944
Udupi,India,Karnataka,1253952
Ueda,Japan,Nagano,1849429
Uekimachi-mōno,Japan,Kumamoto,1849424
Uelzen,Germany,Lower Saxony,2820456
Ueno-ebisumachi,Japan,Mie,1849414
Uenohara,Japan,Yamanashi,1849407
Uerdingen,Germany,North Rhine-Westphalia,2820447
Uetersen,Germany,Schleswig-Holstein,2818067
Ufa,Russia,Bashkortostan Republic,479561
Uga,Nigeria,Anambra,2320920
Ugep,Nigeria,Cross River,2320831
Ughelli,Nigeria,Delta,2320829
Uglich,Russia,Yaroslavl Oblast,479532
Uherské Hradiště,Czechia,Zlín,3063739
Uherský Brod,Czechia,Zlín,3063736
Uijeongbu-si,South Korea,Gyeonggi-do,1833788
Uiju,North Korea,P'yŏngan-bukto,2039623
Uitenhage,South Africa,Eastern Cape,946877
Uithoorn,Netherlands,North Holland,2745973
Ujar,Azerbaijan,Ucar,584791
Ujhāni,India,Uttar Pradesh,1253918
Uji,Japan,Kyoto,1849372
Ujiie,Japan,Tochigi,1849367
Ujjain,India,Madhya Pradesh,1253914
Ukhta,Russia,Komi,479411
Uki,Japan,Kumamoto,11612554
Ukiah,United States,California,5404476
Ukmerge,Lithuania,Vilnius,593733
Ulaangom,Mongolia,Uvs Province,1515029
Ulan Bator,Mongolia,Ulaanbaatar,2028462
Ulan-Ude,Russia,Buryatiya Republic,2014407
Ulanhot,China,Inner Mongolia,2034312
Ulhasnagar,India,Maharashtra,1253894
Uliastay,Mongolia,Dzabkhan,1515007
Ullal,India,Karnataka,1253888
Ulm,Germany,Baden-Wurttemberg,2820256
Ulsan,South Korea,Ulsan,1833747
Ulu Tiram,Malaysia,Johor,1738294
Ulundi,South Africa,KwaZulu-Natal,946257
Ulyanovsk,Russia,Ulyanovsk,479123
Uman,Ukraine,Cherkasy,690688
Umarga,India,Maharashtra,1253870
Umaria,India,Madhya Pradesh,1253863
Umarkhed,India,Maharashtra,1253861
Umarkot,India,Chhattisgarh,1253860
Umarkot,Pakistan,Sindh,1162959
Umeå,Sweden,Västerbotten,602150
Umi,Japan,Fukuoka,1849299
Umina Beach,Australia,New South Wales,2208313
Umluj,Saudi Arabia,Tabuk Region,100926
Umm Al Quwain City,United Arab Emirates,Imārat Umm al Qaywayn,290594
Umm as Summāq,Jordan,Amman,246314
Umm el Faḥm,Israel,Haifa,293286
Umm Qaşr,Iraq,Basra,89824
Umm Ruwaba,Sudan,North Kordofan,364706
Umm Şalāl Muḩammad,Qatar,Baladīyat Umm Şalāl,289523
Umraniye,Turkey,Istanbul,738377
Umred,India,Maharashtra,1253807
Umreth,India,Gujarat,1253805
Umuahia,Nigeria,Abia,2320576
Umuarama,Brazil,Paraná,3445782
Umán,Mexico,Yucatán,3514929
Un,India,Gujarat,1253786
Una,Brazil,Bahia,3445781
Una,India,Himachal Pradesh,1253782
Una,India,Gujarat,1253783
Unaí,Brazil,Minas Gerais,3445764
Undurkhaan,Mongolia,Hentiy,2029656
Unecha,Russia,Bryansk Oblast,479028
Ungaran,Indonesia,Central Java,1622636
Ungheni,Moldova,Ungheni,617180
Ungsang,South Korea,Gyeongsangnam-do,1912205
Unhel,India,Madhya Pradesh,1253754
Union,United States,New Jersey,5105608
Union City,United States,Georgia,4227777
Union City,United States,New Jersey,5105634
Union City,United States,California,5404555
Union Hill-Novelty Hill,United States,Washington,7262428
Uniondale,United States,New York,5141927
Unionport,United States,New York,5141930
Universal City,United States,Texas,4738574
Universal City,United States,California,5404794
University,United States,Florida,7260219
University City,United States,Missouri,4412697
University Heights,United States,New York,5141963
University Park,United States,Florida,4176217
University Park,United States,Texas,4738606
University Place,United States,Washington,5814450
União,Brazil,Piauí,3385745
União da Vitória,Brazil,Paraná,3445746
União dos Palmares,Brazil,Alagoas,3385742
Unión de Reyes,Cuba,Matanzas Province,3534761
Unjha,India,Gujarat,1253750
Unna,Germany,North Rhine-Westphalia,2820087
Unnāo,India,Uttar Pradesh,1253747
Unquillo,Argentina,Cordoba,3833412
Unterhaching,Germany,Bavaria,2819465
Unterkrozingen,Germany,Baden-Wurttemberg,2819974
Unterschleißheim,Germany,Bavaria,2818766
Untolovo,Russia,Leningradskaya Oblast',8504947
Uonuma,Japan,Niigata,6825494
Uozu,Japan,Toyama,1849237
Upata,Venezuela,Bolívar,3625710
Upington,South Africa,Northern Cape,945945
Upland,United States,California,5404915
Upleta,India,Gujarat,1253736
Uppal Kalan,India,Telangana,1253744
Upper Alton,United States,Illinois,4251841
Upper Arlington,United States,Ohio,4526993
Upper Bicutan,Philippines,Metro Manila,1725426
Upper Coomera,Australia,Queensland,2145461
Upper Dir,Pakistan,Khyber Pakhtunkhwa,1179757
Upper Hutt,New Zealand,Wellington,6244895
Upper Norwood,United Kingdom,England,2635113
Upper Saint Clair,United States,Pennsylvania,5216895
Upplands Väsby,Sweden,Stockholm,2666238
Uppsala,Sweden,Uppsala,2666199
Uptown,United States,Illinois,4914557
Urachiche,Venezuela,Yaracuy,3625696
Urambo,Tanzania,Tabora,149172
Uran,India,Maharashtra,1253702
Uravakonda,India,Andhra Pradesh,1253698
Uray,Russia,Khanty-Mansia,1488429
Urayasu,Japan,Tokyo,1849186
Urbana,United States,Illinois,4914570
Urbandale,United States,Iowa,4879890
Urdaneta,Philippines,Ilocos,1680197
Ureshinomachi-shimojuku,Japan,Saga,1849183
Ureña,Venezuela,Táchira,3625655
Urganch,Uzbekistan,Xorazm,1512473
Urgut Shahri,Uzbekistan,Samarqand,1215839
Uriangato,Mexico,Guanajuato,3980777
Uritsk,Russia,St.-Petersburg,478724
Urk,Netherlands,Flevoland,2745932
Urla,Turkey,İzmir Province,298316
Urmston,United Kingdom,England,2635062
Uromi,Nigeria,Edo,2319668
Urrao,Colombia,Antioquia,3666395
Ursus,Poland,Mazovia,756320
Ursynów,Poland,Mazovia,6545326
Uruapan,Mexico,Michoacán,3980760
Uruaçu,Brazil,Goiás,3445713
Uruguaiana,Brazil,Rio Grande do Sul,3445679
Urus-Martan,Russia,Chechnya,478581
Uruçuca,Brazil,Bahia,3445690
Uryupinsk,Russia,Volgograd Oblast,478544
Urziceni,Romania,Ialomița,664074
Usa River,Tanzania,Arusha,149155
Usagara,Tanzania,Mwanza,149151
Usehat,India,Uttar Pradesh,1253673
Usera,Spain,Madrid,6544490
Usevia,Tanzania,Katavi,149132
Ushibukamachi,Japan,Kumamoto,1849154
Ushiku,Japan,Ibaraki,2110629
Ushirombo,Tanzania,Geita,149129
Ushtobe,Kazakhstan,Jetisu Region,1517637
Ushuaia,Argentina,Tierra del Fuego,3833367
Usilampatti,India,Tamil Nadu,1253671
Usinsk,Russia,Komi,863061
Uslar,Germany,Lower Saxony,2818094
Usman’,Russia,Lipetsk Oblast,478317
Usol’ye-Sibirskoye,Russia,Irkutsk Oblast,2014022
Ussuriysk,Russia,Primorye,2014006
Ust-Kamenogorsk,Kazakhstan,East Kazakhstan,1520316
Usta Muhammad,Pakistan,Balochistan,1162868
Uster,Switzerland,Zurich,2658216
Ustka,Poland,Pomerania,3082756
Ustroń,Poland,Silesia,3082751
Ust’-Dzheguta,Russia,Karachayevo-Cherkesiya Republic,478130
Ust’-Ilimsk,Russia,Irkutsk Oblast,2013952
Ust’-Katav,Russia,Chelyabinsk,478071
Ust’-Kut,Russia,Irkutsk Oblast,2013923
Ust’-Labinsk,Russia,Krasnodar Krai,478044
Usuki,Japan,Oita,1849094
Usulután,El Salvador,Usulután,3582883
Utazu,Japan,Kagawa,1849073
Utebo,Spain,Aragon,3107139
Utena,Lithuania,Utena,593672
Uthai Thani,Thailand,Uthai Thani,1605221
Uthal,Pakistan,Balochistan,1162862
Utica,United States,New York,5142056
Utmanzai,Pakistan,Khyber Pakhtunkhwa,1162855
Uto,Japan,Kumamoto,1849069
Utraula,India,Uttar Pradesh,1253638
Utrecht,Netherlands,Utrecht,2745912
Utrera,Spain,Andalusia,2510073
Utsunomiya,Japan,Tochigi,1849053
Uttamapālaiyam,India,Tamil Nadu,1253635
Uttar Char Fasson,Bangladesh,Khulna,1205481
Uttaradit,Thailand,Uttaradit,1605215
Uttarkāshi,India,Uttarakhand,1253628
Uttiramerūr,India,Tamil Nadu,1253623
Uusikaupunki,Finland,Southwest Finland,633221
Uva,Russia,Udmurtiya Republic,477656
Uvalde,United States,Texas,4738721
Uvarovo,Russia,Tambov Oblast,477626
Uvinza,Tanzania,Kigoma,149050
Uvira,Democratic Republic of the Congo,South Kivu,204405
Uwajima,Japan,Ehime,1926020
Uxbridge,Canada,Ontario,6172932
Uxbridge,United Kingdom,England,2635042
Uychi,Uzbekistan,Namangan,1512449
Uyo,Nigeria,Akwa Ibom,2319480
Uyovu,Tanzania,Geita,149027
Uzgen,Kyrgyzstan,Osh,1527513
Uzhgorod,Ukraine,Transcarpathia,690548
Uzhur,Russia,Krasnoyarsk Krai,1487882
Uzlovaya,Russia,Tula Oblast,477494
Uzunköprü,Turkey,Edirne,738251
Uíge,Angola,Uíge,2236568
Uşak,Turkey,Uşak,298299
Užice,Serbia,Central Serbia,3188434
V.S.K.Valasai (Dindigul-Dist.),India,Tamil Nadu,8948694
Vaasa,Finland,Ostrobothnia,632978
Vacaria,Brazil,Rio Grande do Sul,3445630
Vacaville,United States,California,5405228
Vacoas,Mauritius,Plaines Wilhems,933945
Vadakku Valliyūr,India,Tamil Nadu,1253605
Vadakku Viravanallur,India,Tamil Nadu,1253127
Vadamadurai,India,Tamil Nadu,1253595
Vadigenhalli,India,Karnataka,1462711
Vadlapūdi,India,Andhra Pradesh,1253578
Vadnagar,India,Gujarat,1253577
Vadodara,India,Gujarat,1253573
Vaduz,Liechtenstein,Vaduz,3042030
Vagharshapat,Armenia,Armavir,616062
Vagonoremont,Russia,Moscow,477377
Vahdat,Tajikistan,Republican Subordination,1220855
Vaihingen an der Enz,Germany,Baden-Wurttemberg,2817927
Vaijāpur,India,Maharashtra,1253545
Vaikam,India,Kerala,1253544
Vakarai,Sri Lanka,Eastern Province,1225187
Vakfıkebir,Turkey,Trabzon,738228
Vakhsh,Tajikistan,Khatlon,1220219
Val-d'Or,Canada,Quebec,6173017
Valabhīpur,India,Gujarat,1253512
Valašské Meziříčí,Czechia,Zlín,3063447
Valby,Denmark,Capital Region,2610802
Valdagno,Italy,Veneto,3164954
Valday,Russia,Novgorod Oblast,477301
Valdemoro,Spain,Madrid,3106868
Valdepeñas,Spain,Castille-La Mancha,2509982
Valdivia,Chile,Los Ríos Region,3868707
Valdosta,United States,Georgia,4228147
Vale of Leven,United Kingdom,Scotland,11592272
Valence,France,Auvergne-Rhône-Alpes,2971053
Valencia,Spain,Valencia,2509954
Valencia,United States,California,5405288
Valencia,Venezuela,Carabobo,3625549
Valenciennes,France,Hauts-de-France,2971041
Valente Diaz,Mexico,Veracruz,3761202
Valenza,Italy,Piedmont,3164920
Valenzano,Italy,Apulia,3164919
Valença,Brazil,Rio de Janeiro,3445596
Valença,Brazil,Bahia,3445597
Valença do Piauí,Brazil,Piauí,3385592
Valera,Venezuela,Trujillo,3625542
Valinda,United States,California,5405326
Valinhos,Brazil,São Paulo,3445578
Valjevo,Serbia,Central Serbia,3188402
Valkeakoski,Finland,Pirkanmaa,632672
Valkenswaard,Netherlands,North Brabant,2745860
Vallabh Vidyanagar,India,Gujarat,1253482
Valladolid,Spain,Castille and León,3106672
Valladolid,Mexico,Yucatán,3514876
Vallauris,France,Provence-Alpes-Côte d'Azur,2970962
Vallcarca,Spain,Catalonia,6690791
Valle de Bravo,Mexico,México,3980621
Valle de La Pascua,Venezuela,Guárico,3625515
Valle de Santiago,Mexico,Guanajuato,3980605
Valle Hermoso,Mexico,Tamaulipas,3514868
Valledupar,Colombia,Cesar,3666304
Vallejo,United States,California,5405380
Vallenar,Chile,Atacama,3868633
Vallensbæk,Denmark,Capital Region,2610789
Vallentuna,Sweden,Stockholm,2665452
Valletta,Malta,Valletta,2562305
Valley East,Canada,Ontario,12070764
Valley Glen,United States,California,11838960
Valley Station,United States,Kentucky,4311963
Valley Stream,United States,New York,5142109
Valls,Spain,Catalonia,3106492
Valmiera,Latvia,Valmiera,453754
Valongo,Portugal,Porto,2732978
Valparai,India,Tamil Nadu,1253472
Valparaiso,United States,Indiana,4927537
Valparaíso,Brazil,São Paulo,3445575
Valparaíso,Chile,Valparaíso,3868626
Valrico,United States,Florida,4176318
Valsād,India,Gujarat,1253468
Valuyki,Russia,Belgorod Oblast,477192
Valvedditturai,Sri Lanka,Northern Province,1225142
Van,Turkey,Van,298117
Van Buren,United States,Arkansas,4134716
Van Nest,United States,New York,5142182
Van Nuys,United States,California,5405693
Vanadzor,Armenia,Lori,616530
Vancouver,Canada,British Columbia,6173331
Vancouver,United States,Washington,5814616
Vandalia,United States,Ohio,4527124
Vandavāsi,India,Tamil Nadu,1253452
Vanderbijlpark,South Africa,Gauteng,944986
Vandœuvre-lès-Nancy,France,Grand Est,2970797
Vang Vieng,Laos,Vientiane,1655087
Vangaindrano,Madagascar,Atsimo-Atsinanana,1054329
Vanier,Canada,Ontario,6173404
Vanino,Russia,Khabarovsk,2119932
Vaniyambadi,India,Tamil Nadu,1253437
Vanløse,Denmark,Capital Region,2610734
Vannes,France,Brittany,2970777
Vantaa,Finland,Uusimaa,632453
Vanves,France,Île-de-France,2970761
Vapi,India,Gujarat,7279741
Varadero,Cuba,Matanzas Province,3534632
Varanasi,India,Uttar Pradesh,1253405
Varangaon,India,Maharashtra,1253403
Varash,Ukraine,Rivne,8341919
Varaždin,Croatia,County of Varaždin,3188383
Varberg,Sweden,Halland,2664996
Varel,Germany,Lower Saxony,2817873
Varennes,Canada,Quebec,6173508
Varese,Italy,Lombardy,3164699
Vargem Grande,Brazil,Maranhão,3385538
Vargem Grande do Sul,Brazil,São Paulo,3445500
Varginha,Brazil,Minas Gerais,3445487
Varjota,Brazil,Ceará,3385504
Varkala,India,Kerala,1253392
Varkaus,Finland,North Savo,632370
Varna,Bulgaria,Varna,726050
Varnsdorf,Czechia,Ústecký kraj,3063375
Varto,Turkey,Muş,298088
Varāmīn,Iran,Tehran,112214
Vasa,India,Gujarat,1253374
Vasastan,Sweden,Stockholm,2664740
Vasco da Gama,India,Goa,1253367
Vasil’yevo,Russia,Tatarstan Republic,611182
Vasind,India,Maharashtra,1253363
Vaslui,Romania,Vaslui,663118
Vassouras,Brazil,Rio de Janeiro,3445433
Vasto,Italy,Abruzzo,3164672
Vasyl'evsky Ostrov,Russia,St.-Petersburg,8504949
Vasylkiv,Ukraine,Kiev,690412
Vaterstetten,Germany,Bavaria,2817818
Vatican City,Vatican,N/A,6691831
Vatra Dornei,Romania,Suceava,663100
Vattalkundu,India,Tamil Nadu,1253352
Vatutine,Ukraine,Cherkasy,690312
Vatutino,Russia,Moscow,476368
Vaudreuil-Dorion,Canada,Quebec,6173570
Vaughan,Canada,Ontario,6173577
Vaulx-en-Velin,France,Auvergne-Rhône-Alpes,2970456
Vauréal,France,Île-de-France,2970432
Vavatenina,Madagascar,Analanjirofo,1054192
Vavoua,Ivory Coast,Sassandra-Marahoué,2280045
Vavuniya,Sri Lanka,Northern Province,1225018
Vayalār,India,Kerala,1253340
Vazante,Brazil,Minas Gerais,3445418
Vechelde,Germany,Lower Saxony,2817813
Vechta,Germany,Lower Saxony,2817812
Vecsés,Hungary,Pest,3043019
Vedaraniyam,India,Tamil Nadu,1253330
Veendam,Netherlands,Groningen,2745783
Veenendaal,Netherlands,Utrecht,2745774
Vega Baja,Puerto Rico,Vega Baja,4568533
Vegesack,Germany,Bremen,2817783
Veghel,Netherlands,North Brabant,2745726
Veinticinco de Mayo,Argentina,Buenos Aires,3833112
Vejalpur,India,Gujarat,1253315
Vejle,Denmark,South Denmark,2610613
Velasco Ibarra,Ecuador,Guayas,3650273
Velbert,Germany,North Rhine-Westphalia,2817724
Velenje,Slovenia,Velenje,3189075
Veles,North Macedonia,Veles,785058
Velika Gorica,Croatia,County of Zagreb,3188244
Velika Kladuša,Bosnia and Herzegovina,Federation of B&H,3188225
Velikiy Novgorod,Russia,Novgorod Oblast,519336
Velikiy Ustyug,Russia,Vologda Oblast,476062
Velikiye Luki,Russia,Pskov Oblast,476077
Veliko Tŭrnovo,Bulgaria,Veliko Tarnovo,725993
Velingrad,Bulgaria,Pazardzhik,725988
